"age","exp","inc","family","edu","mortgage","ccAvg","securities","cd","online","cc","infoReq","loan"
66,36,55,"4","4",0,21.10161725,"0","0","0","1","Ph","0"
23,-1,149,"1","1",305,83.04388563,"0","0","0","0","Email","0"
59.3271441047114,36,79,"1","1",0,24.1367188,"0","0","0","1","Email","0"
47,21,68,"4","4",0,32.77000862,"0","0","0","0","Email","0"
35.4287527230546,10,78,"1","1",0,33.01922001,"0","0","1","0","Ph","0"
57,32,34,"2","2",0,25.8794631,"1","0","0","0","Ph","0"
65,41,195,"3","3",0,4.941238908,"1","1","0","1","Ph","1"
53,28,184,"1","1",303,98.9638506,"0","0","1","0","Email","0"
44,19.2769976440098,85,"2","2",0,41.18458637,"0","0","1","0","Email","0"
45,20,200,"2","2",0,105.387536,"0","0","1","1","Email","0"
41,16,64,"3","3",0,5.930738908,"0","0","0","0","Email","0"
51,27,88,"1","1",0,32.96659309,"1","0","0","1","Ph","0"
27,3.93377840908423,42,"3","3",0,31.55737506,"0","0","0","0","Email","0"
31,5,91,"3","3",126,20.11070397,"0","0","1","1","Email","0"
32,6,38,"1","1",0,4.037190475,"1","1","1","0","Email","0"
55,30,28,"1","1",0,19.10337285,"0","0","0","0","Ph","0"
55,30,32,"4","4",0,2.008788885,"0","0","0","0","Email","0"
42,18,31,"1","1",0,4.015957223,"0","0","0","1","Email","0"
33,9,22,"4","4",103,5.048994539,"0","0","1","0","Ph","0"
65,40,95,"3","3",62.4916652011702,48.87206655,"0","0","0","1","Ph","1"
35,10,74,"4","4",88.2734225556412,15.92367967,"0","0","1","0","Ph","0"
55,30,22,"1","1",91,19.25610102,"0","0","0","1","Ph","0"
28,4,43,"3","3",0,2.004670414,"0","0","0","0","Email","0"
27,3,43,"1","1",0,13.21454224,"0","0","1","0","Ph","0"
51,27,112,"1","1",0,23.95718388,"1","1","1","1","Ph","0"
50,23,9,"2","2",0,12.95014184,"0","0","1","0","Email","0"
55.4371579341737,33,81,"2","2",0,1.004329816,"0","0","1","0","Email","0"
46,20,131,"1","1",256,75.75897763,"0","0","0","1","Email","0"
62,32,19,"1","1",0,18.86366917,"1","0","0","0","Email","0"
38,13,62,"3","3",0,8.919691063,"1","0","1","0","Email","0"
62,37,19,"4","4",124,4.945043619,"1","0","0","0","Email","0"
56,32,47.8015531348718,"2","2",0,4.028039601,"0","0","1","1","Email","0"
61,35.5283978935203,193,"1","1",203,61.99219783,"0","0","1","0","Ph","1"
38,13,129,"4","4",140,58.09946189,"0","0","0","0","Email","1"
55,29,30,"4","4",0,8.879339649,"0","0","0","1","Email","0"
30,4,80,"3","3",0,24.04582255,"0","0","0","0","Email","0"
41,15,22,"4","4",0,18.86360527,"0","0","0","1","Ph","0"
57,32,33,"1","1",0,19.09349833,"0","0","1","0","Ph","0"
36,11,64,"4","4",0,27.1154265,"0","0","0","0","Email","0"
56.7089766140475,29,60,"3","3",84,28.15485938,"0","0","1","0","Email","0"
30,4,81,"1","1",259,38.05077718,"0","0","1","1","Email","0"
40,16,45,"3","3",204,7.058703984,"0","0","1","0","Ph","0"
32,6,112,"4","4",0,24.23809965,"0","0","1","0","Email","0"
59,34,83,"2","2",0,45.10523126,"0","0","1","0","Ph","1"
44,20,180,"2","2",524,94.57495251,"0","0","0","1","Email","0"
51,26,28,"4","4",0,2.979142708,"1","0","1","0","Email","0"
37,12,169,"2","2",249,68.76934564,"0","0","1","0","Ph","1"
59,35,14,"4","4",0,8.991666166,"0","0","1","0","Email","0"
37,11,43,"1","1",26.9514846888622,26.07836301,"0","0","1","0","Email","0"
56,32,88,"2","2",0,4.044130723,"0","0","1","0","Ph","0"
55,29,78,"4","4",0,32.97367529,"0","0","0","1","Email","0"
49,24,68,"1","1",163,2.990750978,"0","0","0","0","Email","0"
46,22,127.328467129179,"2","2",0,42.91330136,"0","0","1","1","Ph","0"
36.5803394377379,10.5849093503709,30,"4","4",57.4515461165375,13.12868825,"0","0","1","0","Email","0"
47,21,120,"1","1",135,0.997285914,"0","0","0","0","Email","0"
39,14,24,"2","2",0,3.995541192,"0","0","0","0","Email","0"
27,1,78,"4","4",157,29.2067001,"1","0","1","0","Email","0"
62,36,135,"2","2",0,68.00402015,"0","0","1","0","Ph","1"
57,32,44,"2","2",0,20.00108036,"0","0","0","0","Email","0"
55,30,73,"4","4",0,50.19582919,"0","0","1","0","Email","0"
55,31,90,"1","1",59.9054509860901,34.73242358,"0","0","1","1","Email","0"
41,15,58,"3","3",0,5.981124829,"0","0","1","0","Ph","0"
57,32,75,"2","2",236,48.33524911,"0","0","1","0","Email","0"
43,19,174,"3","3",75.5731371973749,21.68756927,"0","1","1","1","Ph","1"
40,16,50,"2","2",174,22.17149819,"0","0","0","0","Email","0"
43,18,85,"1","1",287,51.74689796,"0","0","1","0","Email","0"
63,38,54,"3","3",0,28.0366655,"0","0","1","0","Email","0"
63,38,83,"2","2",0,44.92217574,"0","0","0","0","Ph","1"
54,30,24,"4","4",0,2.974307469,"1","0","0","0","Email","0"
54,30,45,"4","4",205,13.96890891,"0","0","1","0","Email","0"
52,26,68,"1","1",76.3948352218581,10.91001713,"0","0","1","1","Email","0"
50,26,48,"4","4",0,2.001866697,"0","0","0","1","Ph","0"
38,13,114,"1","1",0,12.9818609,"0","0","1","1","Email","0"
36,12,142,"3","3",0,29.17580817,"0","1","1","1","Ph","1"
58,33,52,"3","3",0,5.948571014,"0","0","0","1","Email","0"
46,22,142,"2","2",0,42.93906595,"0","0","0","0","Email","0"
50,25,15,"1","1",0,4.990431686,"0","0","0","0","Email","0"
46,22,113.234906725875,"1","1",159,61.84195837,"0","0","0","1","Email","0"
53,27,101,"4","4",0,65.09361381,"0","0","1","0","Ph","0"
62,36,84,"2","2",0,36.95857985,"0","0","1","0","Email","0"
63,39,32,"1","1",100,24.6141421,"0","0","0","0","Ph","0"
42,16,64,"3","3",247,5.941044905,"0","0","0","0","Ph","0"
34,10,81,"4","4",0,44.87578269,"0","0","1","0","Email","0"
40,14,28,"4","4",0,18.99951575,"0","0","0","1","Email","0"
34,9,93,"1","1",0,1.002338941,"0","0","1","0","Email","0"
41,15,185,"1","1",0,47.01334554,"0","0","1","0","Ph","1"
32,8,42,"1","1",0,23.84295491,"0","0","0","0","Email","0"
28,3,45,"2","2",0,20.1275744,"0","0","1","1","Ph","0"
33,6,49,"2","2",214,21.30485691,"0","0","0","0","Ph","0"
46,20,69,"3","3",0,27.24693425,"0","0","0","0","Email","0"
52,27,94,"1","1",333,37.26060017,"0","0","1","0","Ph","0"
60,35,18,"1","1",0,19.2827508,"0","0","1","1","Email","0"
59,35,32.3215898919227,"4","4",91,9.045957686,"1","0","0","0","Email","0"
57,28.1404972038241,55,"4","4",108,27.29693468,"0","0","1","0","Email","0"
46,20,85,"2","2",0,5.02775914,"0","0","0","0","Email","0"
25,1,62,"4","4",229,1.012127124,"0","0","1","0","Email","0"
53,27.7165641329392,65,"4","4",9.45912425366934,25.85088076,"0","0","1","0","Email","0"
38,12,138,"2","2",0,0.995592873,"1","0","1","0","Ph","0"
63,38,115.974614533333,"1","1",0,32.44388245,"0","0","0","0","Email","0"
44,19,99,"3","3",357,45.94461168,"0","0","0","0","Ph","1"
50,24,152,"1","1",0,91.71963856,"0","0","1","0","Ph","0"
28,3,25,"3","3",140,11.95026242,"0","0","1","0","Email","0"
27,3,98,"2","2",361,31.62628499,"1","1","1","1","Email","0"
52,27,39,"2","2",166,9.005917374,"0","0","1","0","Email","0"
50.7437178848135,25,40,"4","4",0,15.88834588,"0","0","1","1","Email","0"
39,13,58,"3","3",169,26.79126858,"0","0","1","0","Email","0"
49.9521779113584,26,192,"2","2",301,23.9473138,"0","1","1","1","Ph","1"
60,34.8081566271659,62,"1","1",0,11.0096146,"0","0","1","0","Email","0"
30,7.12458490976441,69,"1","1",0,11.03674607,"1","0","1","0","Email","0"
31,5,43.5945251582328,"4","4",20.425886218488,16.02620319,"0","0","0","0","Ph","0"
39,15,61,"2","2",127,7.011304617,"0","0","0","0","Email","0"
29,3,30,"4","4",157,4.058117148,"0","0","0","0","Ph","0"
54,29,29,"1","1",97,18.93828928,"0","0","1","0","Email","0"
35,8,41,"2","2",0,13.05956598,"0","0","1","1","Email","0"
27,3,118,"1","1",0,43.82146295,"0","0","1","0","Ph","1"
45,20,109,"1","1",88.7941124023464,90.28345939,"0","0","1","0","Ph","0"
58.0456209837292,33,122,"4","4",0,3.022939956,"0","1","1","0","Ph","1"
62,37,50,"3","3",169,19.1973453,"0","0","1","0","Email","0"
28,5.17765915686402,43,"3","3",0,2.007272709,"0","0","1","0","Email","0"
32,9.62801097463949,108,"1","1",0,59.00680877,"0","0","0","0","Ph","0"
29,4,110,"4","4",0,32.25024362,"0","0","0","0","Ph","1"
41,17,20,"1","1",0,17.97763327,"0","0","1","0","Email","0"
61,35,112,"4","4",0,22.02156925,"0","0","0","1","Email","0"
56,30.7252552637349,25,"1","1",136,2.000226277,"0","0","1","0","Email","0"
37,12,42,"3","3",0,8.951503059,"0","0","1","1","Email","0"
60,34,29,"2","2",0,3.986806376,"0","0","1","0","Email","0"
49,23,84,"3","3",134,26.95236054,"1","0","1","0","Ph","0"
43,17,81,"4","4",0,32.48149815,"1","0","1","0","Email","0"
53,28,55,"4","4",119,12.15146113,"0","0","1","1","Email","0"
35,11,40,"1","1",0,31.18608253,"1","0","1","0","Email","0"
56,30,145,"4","4",0,74.32168678,"0","1","1","1","Email","1"
41,16,175,"2","2",0,13.99112151,"0","0","1","0","Ph","1"
36,6,78,"4","4",163,24.28887521,"0","0","0","0","Email","0"
56,32,51,"4","4",0,18.92982576,"0","0","0","0","Email","0"
64,34,50,"4","4",0,20.85802156,"0","0","1","0","Email","0"
51,27,21,"3","3",0,4.99418573,"0","0","1","0","Email","0"
49,24,79,"1","1",83,3.028457044,"0","0","1","1","Ph","0"
43,18,84,"1","1",0,52.2620842,"0","0","0","0","Email","0"
51,26,34,"4","4",0,5.015836678,"0","0","0","0","Email","0"
55,31,73,"4","4",0,20.03301201,"0","0","0","0","Email","0"
62,37,90,"3","3",0,5.990052966,"0","0","1","0","Ph","0"
35,10,23,"4","4",0,3.001487283,"0","0","1","0","Email","0"
53,27,145,"2","2",294,80.72439757,"0","0","1","1","Email","1"
33,7,54,"2","2",141,3.01484794,"1","0","0","0","Email","0"
43,17,49,"3","3",67.3440643768036,28.01195649,"0","0","1","1","Email","0"
58,32,51,"1","1",0,37.46866325,"0","0","1","0","Email","0"
63,38,8,"4","4",0,7.08756619,"0","0","1","0","Ph","0"
31,6,62,"1","1",0,13.06019988,"1","0","1","0","Email","0"
36,6,25,"1","1",0,7.957912907,"0","0","1","0","Ph","0"
30,0,63,"2","2",0,23.04581313,"0","0","1","0","Ph","0"
59,34,24,"2","2",86,2.995454979,"0","0","1","0","Email","0"
28,2,11,"1","1",19.6775310253097,2.004122157,"0","0","1","1","Email","0"
59,33.2278714554602,23,"1","1",0,2.018184984,"0","0","1","1","Email","0"
47,22,33,"1","1",0,18.00956867,"0","0","1","0","Email","0"
47,21,83,"1","1",97,49.8723448,"0","0","0","0","Email","1"
56,30,39,"3","3",131,17.91760969,"0","0","0","1","Email","0"
41,17,138,"3","3",0,88.79976481,"0","0","1","0","Ph","1"
29.1014002945628,1,113,"2","2",0,32.59773402,"0","0","0","1","Ph","0"
30,5,125,"4","4",0,6.00193426,"0","1","1","0","Email","1"
50,24,195,"1","1",0,21.7473993,"0","0","0","0","Email","0"
34,9,58.639723373302,"3","3",0,15.15235256,"1","0","0","0","Email","0"
44,18,75,"2","2",0,46.47677582,"0","0","1","0","Ph","1"
36,9,40,"2","2",0,12.9164987,"0","0","1","0","Ph","0"
39,14,35.3846760573637,"3","3",137,6.005983462,"0","0","1","0","Email","0"
54,24,75,"2","2",0,58.61611407,"0","0","0","0","Email","0"
33,8,79.5927668723873,"1","1",0,1.00835041,"0","0","1","1","Ph","0"
39,14,75,"3","3",0,38.89654117,"0","0","0","1","Email","0"
41,15,59,"4","4",0,2.998478565,"0","0","0","0","Ph","0"
40,13,24,"3","3",0,13.12578668,"0","0","1","0","Email","0"
29,11.2363141902967,175,"3","3",329,43.03618963,"0","0","1","0","Ph","1"
51,27,39,"2","2",182,10.97659524,"0","0","0","1","Email","0"
54,28.5779130847245,145,"2","2",0,88.02713438,"0","0","0","0","Email","0"
47,23.6532479204411,24,"4","4",142,4.932507883,"0","0","1","0","Email","0"
53,28,69.8890446539735,"3","3",0,2.019321161,"0","0","0","0","Ph","0"
30,5,85,"1","1",0,33.33112925,"0","0","1","0","Email","0"
28,3,65,"3","3",0,33.18228067,"1","0","0","0","Email","0"
60,35,191,"4","4",0,72.49053723,"0","0","0","0","Ph","1"
51,26,11,"2","2",17.6362491603676,1.001046826,"1","0","0","0","Ph","0"
63,37,40,"2","2",167,12.93206031,"0","0","0","0","Email","0"
38,13,54,"3","3",196,8.947020089,"0","0","0","0","Email","0"
59,35,95,"1","1",0,50.27563661,"0","0","1","1","Ph","0"
53,29,94,"4","4",0,12.8620215,"0","0","1","0","Ph","0"
31,5,79,"4","4",0,27.98532155,"0","0","0","0","Email","0"
41,17,48,"3","3",0,3.946282025,"0","0","1","1","Email","0"
25,1,70,"4","4",0,32.72951795,"1","0","1","0","Email","0"
27,3,40,"3","3",111,1.993799946,"0","0","1","0","Email","0"
50,24,44,"4","4",0,24.17643966,"0","0","1","1","Email","0"
50,25,43,"1","1",137,17.68790599,"0","0","1","0","Email","0"
43,18,29,"1","1",0,4.047451308,"0","0","1","0","Email","0"
50,24,188,"3","3",184,16.14180286,"0","0","0","1","Ph","1"
46,20,51.6062211147802,"1","1",0,1.00106703,"0","0","1","1","Ph","0"
30,6,52,"3","3",0,9.031714483,"0","0","1","0","Ph","0"
42,16,13,"1","1",0,2.948618472,"0","0","1","0","Email","0"
42,17,95,"3","3",0,5.978662309,"0","0","0","0","Email","0"
29,3,84,"3","3",0,38.22511346,"0","0","1","0","Email","0"
38,14,49,"1","1",0,23.83583732,"0","0","0","0","Email","0"
51,25,71.4835481333767,"1","1",0,21.89115567,"0","0","1","1","Email","0"
35,10,182,"1","1",229,4.001340671,"0","1","1","1","Ph","1"
37,13,70,"2","2",46.1080084555796,35.25126082,"0","0","0","0","Email","0"
47.7497605639511,21,79,"3","3",185,13.83315255,"0","0","1","1","Email","0"
55,29,61,"4","4",0,36.89982218,"0","0","1","1","Ph","0"
65,41,121,"2","2",0,27.52976654,"0","0","1","0","Ph","0"
58,33,34,"3","3",83,3.001910332,"0","0","1","0","Email","0"
54,28,183,"1","1",442,13.06380124,"0","0","0","0","Email","0"
52,28,51,"1","1",0,19.99021359,"1","0","0","1","Ph","0"
28,2,70,"3","3",0,4.050164732,"0","0","0","1","Email","0"
32,8,39,"1","1",26.8776593033849,22.12080201,"0","0","0","1","Email","0"
51,24,84,"3","3",0,25.74886717,"0","0","0","0","Email","0"
43,18,122,"1","1",0,89.82415636,"0","0","1","1","Email","0"
42,18,145,"1","1",132,21.72863083,"0","0","1","1","Email","0"
42,17,98,"2","2",0,4.980980074,"0","0","1","1","Email","0"
41,16,79,"1","1",233,13.03361232,"0","0","1","0","Email","0"
34,8,38,"2","2",0,26.27280272,"0","0","1","1","Ph","0"
30,6,49,"3","3",196,9.022635711,"0","0","0","1","Ph","0"
32,7,52.0826190862796,"1","1",0,12.95028281,"0","0","1","0","Email","0"
46,20,91,"4","4",0,33.47428272,"0","0","0","0","Email","0"
38,12,29,"4","4",0,3.029339125,"0","0","0","1","Ph","0"
37,13,172,"2","2",0,84.05662171,"0","0","0","0","Email","0"
32,8,104,"2","2",0,49.71149137,"0","0","0","1","Ph","1"
35,9,58,"1","1",0,32.3666161,"0","0","1","1","Email","0"
30,5,171,"2","2",0,25.3230104,"0","0","0","0","Email","1"
30,4,73,"3","3",0,43.10843123,"0","0","1","1","Ph","1"
58,32,191,"1","1",146.589934009223,38.08391009,"0","0","0","0","Email","0"
57,27,90,"2","2",0,60.1330162,"0","0","1","0","Email","0"
34,9,55,"3","3",92.2706701221732,29.32518724,"1","1","1","1","Email","0"
31,4,28,"1","1",0,25.99359744,"0","0","0","0","Email","0"
39,14,42,"1","1",0,31.66739756,"0","0","1","0","Ph","0"
57,29.6051132740371,9,"1","1",91,2.022356215,"1","0","1","0","Ph","0"
47,21,65,"1","1",0,19.15714153,"1","0","1","0","Email","0"
51,26,134,"4","4",0,58.51098729,"1","1","1","0","Ph","1"
30,6,83,"4","4",0,44.6613522,"1","0","1","0","Email","0"
55,28,38,"3","3",0,13.12323227,"0","0","1","0","Email","0"
32,6,13,"4","4",0,3.984492586,"0","0","1","1","Ph","0"
32,7,143,"3","3",0,37.98251452,"0","0","1","0","Email","1"
44,20,75,"4","4",0,24.76267036,"0","0","0","0","Email","0"
33,7,128.999406410671,"1","1",0,40.84410547,"0","0","1","0","Ph","1"
49,24,91,"1","1",0,37.26968152,"0","0","0","0","Ph","0"
31.6858042049503,6,99,"2","2",0,18.97044537,"0","0","0","1","Email","0"
31,7,71,"1","1",78,2.005330798,"1","0","0","0","Email","0"
37,13,111,"1","1",0,10.91815212,"0","0","0","0","Email","0"
41,15,108,"1","1",0,67.08564564,"0","0","0","0","Email","0"
56,32,158,"1","1",0,93.26496111,"0","0","0","0","Email","0"
55,31,81,"3","3",0,34.27377223,"0","0","1","0","Ph","0"
49,23,12,"2","2",0,2.009912487,"1","0","1","0","Email","0"
63,37,21,"2","2",0,4.97039291,"0","0","1","0","Ph","0"
55,30,48.3341258846652,"4","4",215,12.05986116,"0","0","1","1","Ph","0"
59,35,42,"1","1",0,24.01306962,"0","0","1","0","Email","0"
41,16,81,"2","2",0,4.997717001,"0","0","0","1","Ph","0"
49,25,13,"4","4",87,2.98771052,"0","0","0","0","Ph","0"
48,23,132,"1","1",157,7.00004628,"0","0","0","0","Email","0"
41,16,99,"1","1",0,13.07992961,"0","0","1","0","Email","0"
50,26,23,"4","4",0,2.978309653,"0","0","0","1","Email","0"
28,5.11340432805667,40,"1","1",0,25.76428786,"1","0","1","0","Ph","0"
36,7.95344087416192,181,"3","3",0,17.87629929,"0","0","0","0","Ph","1"
38,14,112,"2","2",394,28.44966335,"0","0","0","0","Email","0"
34,9,138,"2","2",227,97.33891948,"0","0","1","0","Ph","0"
41.447024710101,17,94,"3","3",327,50.17412161,"1","1","1","0","Ph","1"
43,19,57.2889627533436,"1","1",0,22.26393802,"0","0","0","0","Email","0"
30,5,112,"4","4",0,65.77973679,"0","0","0","1","Ph","1"
36.7324276283287,12,190,"2","2",475,39.06161308,"0","0","1","0","Email","0"
62,37,38,"1","1",0,14.0985052,"0","0","1","0","Email","0"
40,16,45.9521438011948,"1","1",158,17.98243501,"0","0","1","0","Ph","0"
35,10,104,"3","3",0,6.98377263,"0","0","0","1","Email","0"
64,40,43,"2","2",0,25.06604608,"0","0","1","0","Email","0"
49,24,45,"3","3",0,21.93107959,"1","0","1","0","Ph","0"
27.2577926812725,-1,35,"2","2",0,21.94685873,"0","0","0","0","Email","0"
36,10,42,"4","4",0,14.90072441,"0","0","1","1","Email","0"
29,4,58,"1","1",0,10.95840757,"0","0","1","1","Email","0"
29,3,103,"4","4",0,45.23096711,"0","0","1","0","Ph","1"
28,3,71,"1","1",149,43.09147728,"1","1","1","0","Ph","1"
32.762218542811,7,14,"1","1",98,5.066286218,"0","0","1","0","Ph","0"
36,11,98,"3","3",0,15.08601272,"1","0","0","1","Ph","0"
42,17,90,"1","1",0,1.976111623,"0","0","0","1","Email","0"
25,0,65,"4","4",0,2.975232925,"1","0","0","0","Email","0"
28,2,19,"4","4",0,4.893440095,"0","0","1","1","Email","0"
51.1150216694311,25.2857318480279,35,"3","3",0,21.6841832,"0","0","1","1","Email","0"
34,9,71,"4","4",0,16.20743678,"0","0","1","0","Ph","0"
43,19,31,"3","3",0,6.013283717,"0","0","0","0","Email","0"
62,38,43,"4","4",0,14.9492641,"0","0","1","0","Ph","0"
61,36,24,"1","1",87,18.97777558,"1","0","0","0","Email","0"
45,19,58,"2","2",0,5.110820508,"1","0","0","1","Email","0"
42,17,115,"2","2",0,5.015242429,"0","0","1","0","Email","0"
39,15,168,"2","2",152,98.71344213,"0","0","0","0","Email","0"
29,5,74.7590188316933,"1","1",0,19.09501912,"0","0","1","1","Email","0"
45,20,138,"1","1",0,89.44069772,"0","0","0","1","Email","0"
58,32,81,"3","3",0,22.14214013,"0","0","1","1","Email","0"
29,3,41,"4","4",0,15.89322101,"0","0","1","0","Email","0"
32,7,123,"1","1",0,37.92932295,"0","0","1","0","Ph","1"
37,13,71,"2","2",57.2018779778247,35.37488513,"0","0","1","0","Email","0"
49.1089263996187,23,8,"1","1",0,5.023084262,"0","0","0","1","Ph","0"
40,14,42,"4","4",101,8.993456241,"0","0","1","0","Ph","0"
29,4,62,"2","2",184,32.25891377,"0","0","1","0","Email","0"
36,12,22,"4","4",91,13.14653816,"1","0","1","0","Email","0"
35,8,38,"4","4",0,12.96420783,"0","0","1","0","Email","0"
34.9608883285036,11,24,"4","4",0,5.050411009,"0","0","0","0","Email","0"
62,37,50,"3","3",0,31.11831098,"0","0","1","0","Email","0"
26,1,190,"4","4",197,16.12658403,"0","0","1","0","Email","1"
32,7,94,"2","2",0,39.80323851,"0","0","1","0","Ph","0"
63,37,165,"4","4",0,66.19765996,"0","0","0","0","Ph","1"
38,12,43,"4","4",0,15.23987113,"0","0","0","1","Email","0"
50,26,48,"1","1",0,19.84904446,"0","0","0","1","Email","0"
46,21,52,"3","3",228,35.12134814,"0","0","0","1","Email","0"
50,24,84,"4","4",0,65.11222846,"0","0","1","0","Email","0"
61,36,131,"1","1",116.573242445798,12.11447782,"0","0","1","0","Email","0"
34,8,44,"4","4",22.7569668452164,3.019882719,"0","0","0","0","Email","0"
27,2,78,"4","4",87,3.00276341,"0","0","0","0","Email","0"
61,36,15,"4","4",0,4.999506641,"0","0","0","0","Email","0"
47.9475422734275,20,38,"4","4",144,25.10711339,"0","0","1","1","Email","0"
50,25,84,"1","1",0,16.14140853,"1","0","1","0","Ph","0"
44,20.7736807691307,122,"1","1",0,4.048405599,"0","0","1","0","Email","0"
62,36,98,"2","2",0,36.70535849,"0","0","0","0","Ph","0"
45,18,80,"3","3",0,33.53897956,"0","0","0","0","Ph","0"
41,17.2126099399726,165,"2","2",0,96.86918201,"0","0","1","0","Email","0"
30,5,121,"2","2",71.1032572551112,43.35213932,"0","0","0","1","Email","0"
61,37,20,"3","3",94,4.990823841,"0","0","0","0","Email","0"
44.717384277925,19,11,"1","1",31.3996724820578,2.975318657,"0","0","0","0","Email","0"
59,35,45,"1","1",0,24.00762186,"0","0","1","0","Email","0"
30,6,118,"2","2",0,36.93191519,"0","0","0","0","Ph","1"
60,36,14,"2","2",109,4.030979546,"0","0","1","1","Email","0"
39,13,30,"3","3",0,2.969945375,"0","0","0","0","Email","0"
56,30,45,"1","1",98,3.035947118,"0","0","0","0","Email","0"
56,32,80,"3","3",0,34.21440753,"0","0","1","0","Email","0"
30.4494556412211,1,25,"4","4",0,4.014367188,"0","0","1","1","Email","0"
66,41,144,"1","1",0,31.70515556,"1","1","1","1","Email","0"
43,19,84,"4","4",297,2.996246943,"0","0","1","0","Email","0"
53,29,22,"2","2",0,5.042207382,"0","0","1","0","Email","0"
44,18,33,"3","3",0,19.21428374,"0","0","1","1","Email","0"
54,28,60,"4","4",63.1799080912956,33.06390393,"0","0","0","0","Email","0"
31,6,51.2649816933621,"4","4",116,28.30685516,"0","0","1","0","Email","0"
37.4764741253407,13,169,"1","1",0,87.60287841,"0","1","1","0","Ph","1"
28,2,63,"2","2",0,19.90647785,"0","0","1","0","Email","0"
51,26,12,"2","2",109,8.919944214,"0","0","1","1","Ph","0"
52,27,15,"4","4",101,10.91060981,"0","0","0","0","Email","0"
64,38,39,"1","1",0,6.046329757,"1","1","1","1","Email","0"
29,4,44,"4","4",0,25.97598501,"0","0","1","0","Ph","0"
34,10,110,"1","1",0,52.12161134,"0","0","1","0","Ph","0"
33,8,130,"3","3",99,81.5396842,"0","0","0","1","Email","1"
46,21,56.5414753934682,"1","1",128,18.55341825,"0","0","1","0","Email","0"
48,22,59,"1","1",241,17.97597581,"0","0","1","0","Email","0"
52,28,39,"2","2",0,11.09721122,"0","0","1","0","Email","0"
44,19,35,"4","4",0,1.00538963,"0","0","1","0","Email","0"
51,27,80,"1","1",0,32.89497616,"0","0","1","1","Email","0"
47,20,81,"3","3",0,34.26417142,"0","0","1","0","Ph","0"
39,13,31,"2","2",0,11.14354971,"0","0","0","0","Ph","0"
42,17,93,"4","4",0,25.14002807,"0","0","0","0","Email","0"
57,33,45,"4","4",204,18.76653923,"0","0","1","0","Ph","0"
36,12,40,"2","2",0,7.054819296,"0","0","1","1","Email","0"
27,1,80,"2","2",185,19.63921602,"0","0","1","1","Email","0"
31,7,20,"1","1",0,5.017678473,"0","0","1","0","Email","0"
63,37,41,"3","3",0,5.979361746,"0","0","0","1","Email","0"
41.9091722825897,17.3847765815924,31,"1","1",104,3.957623687,"0","0","1","1","Ph","0"
52,27,35,"4","4",0,2.995918972,"0","0","1","0","Email","0"
57,31,40,"3","3",137,17.8215062,"0","0","1","1","Email","0"
63,39,84,"1","1",0,23.89539831,"0","0","0","0","Ph","0"
26,1,53,"2","2",0,19.95564486,"0","0","1","0","Email","0"
35,6.74457143844752,89.0046275712736,"4","4",0,52.44651178,"0","0","1","0","Ph","0"
58,33,138,"2","2",0,51.17874394,"0","0","1","0","Ph","0"
27.8717966238619,2,71,"2","2",108,23.01187257,"0","0","0","0","Email","0"
64,36.8222695243145,113,"1","1",0,10.87842594,"0","0","0","1","Email","0"
50,23,23,"2","2",0,13.00239555,"1","0","0","0","Email","0"
36.2136220600983,9,62,"3","3",0,28.98487003,"0","0","0","0","Email","0"
36,9.35966466978556,14,"4","4",100,2.996702609,"0","0","1","1","Email","0"
43,18,60,"2","2",0,27.82604803,"0","0","0","1","Email","0"
28,4,94,"3","3",236,11.0448388,"0","0","1","0","Email","0"
64,39,83,"4","4",0,23.69335404,"0","0","1","0","Email","0"
60,35,130,"3","3",437,81.82800682,"0","1","1","1","Ph","1"
62,37,61,"4","4",0,21.99730761,"0","0","0","0","Email","0"
27,2,92,"2","2",178,39.52769672,"0","0","1","0","Email","0"
42,16,20,"2","2",117,11.11907176,"0","0","1","1","Email","0"
45,20,194,"2","2",428,102.6974611,"0","0","0","0","Email","0"
36,10,74,"1","1",0,31.93989425,"0","0","0","1","Email","0"
48,19.9650883875272,84,"2","2",145,4.984747347,"0","0","0","0","Email","0"
65,40,98,"3","3",333,24.09795487,"0","0","0","0","Email","0"
39,15,52,"3","3",0,29.97164305,"0","0","1","0","Ph","0"
51,26,55,"1","1",236,15.93671202,"0","0","0","1","Email","0"
30,6,64,"4","4",117,45.88969234,"0","0","0","0","Email","0"
65,40,128,"1","1",162,32.25816251,"0","0","1","0","Ph","0"
38,13,113,"4","4",0,22.21923576,"0","0","0","1","Ph","1"
29,3,50,"3","3",0,14.14726878,"0","0","0","1","Email","0"
42,18,54,"4","4",0,28.09601343,"0","0","0","0","Ph","0"
63,38,129,"1","1",366,12.18139831,"0","0","1","0","Email","0"
46,21,82,"4","4",0,5.022370723,"0","0","0","0","Email","0"
62,38,100,"4","4",0,21.84480241,"0","0","1","0","Email","0"
58,34,44,"4","4",0,28.17473148,"1","0","0","0","Ph","0"
56,30,164,"4","4",234,6.056701777,"0","1","1","1","Ph","1"
56,31,81,"2","2",121,49.33103555,"0","0","1","1","Email","0"
34,10,71,"1","1",257,1.995002301,"0","0","1","1","Email","0"
42,17.8619576851785,28,"1","1",90,5.980246422,"0","0","0","0","Ph","0"
30,6,58.9937186433614,"3","3",219,18.85426122,"0","0","0","0","Ph","0"
