OBS,mstatus,value
142,MALE_SINGLE,0
143,MALE_SINGLE,1
144,MALE_SINGLE,1
145,MALE_SINGLE,0
146,MALE_SINGLE,1
147,MALE_SINGLE,0
148,MALE_SINGLE,0
149,MALE_SINGLE,1
150,MALE_SINGLE,1
151,MALE_SINGLE,1
152,MALE_SINGLE,1
153,MALE_SINGLE,1
154,MALE_SINGLE,0
155,MALE_SINGLE,1
156,MALE_SINGLE,0
157,MALE_SINGLE,1
158,MALE_SINGLE,0
159,MALE_SINGLE,1
160,MALE_SINGLE,1
161,MALE_SINGLE,1
162,MALE_SINGLE,0
163,MALE_SINGLE,1
164,MALE_SINGLE,1
165,MALE_SINGLE,1
166,MALE_SINGLE,1
167,MALE_SINGLE,0
168,MALE_SINGLE,0
169,MALE_SINGLE,0
170,MALE_SINGLE,0
171,MALE_SINGLE,1
172,MALE_SINGLE,0
173,MALE_SINGLE,0
174,MALE_SINGLE,1
175,MALE_SINGLE,1
176,MALE_SINGLE,0
177,MALE_SINGLE,0
178,MALE_SINGLE,1
179,MALE_SINGLE,1
180,MALE_SINGLE,1
181,MALE_SINGLE,0
182,MALE_SINGLE,0
183,MALE_SINGLE,1
184,MALE_SINGLE,1
185,MALE_SINGLE,1
186,MALE_SINGLE,1
187,MALE_SINGLE,0
188,MALE_SINGLE,1
189,MALE_SINGLE,0
190,MALE_SINGLE,0
191,MALE_SINGLE,1
192,MALE_SINGLE,1
193,MALE_SINGLE,1
194,MALE_SINGLE,0
195,MALE_SINGLE,1
196,MALE_SINGLE,0
197,MALE_SINGLE,0
198,MALE_SINGLE,0
199,MALE_SINGLE,1
200,MALE_SINGLE,0
201,MALE_SINGLE,1
202,MALE_SINGLE,0
203,MALE_SINGLE,1
204,MALE_SINGLE,0
205,MALE_SINGLE,1
206,MALE_SINGLE,1
207,MALE_SINGLE,1
208,MALE_SINGLE,1
209,MALE_SINGLE,0
210,MALE_SINGLE,1
211,MALE_SINGLE,1
212,MALE_SINGLE,0
213,MALE_SINGLE,1
214,MALE_SINGLE,1
215,MALE_SINGLE,1
216,MALE_SINGLE,0
217,MALE_SINGLE,1
218,MALE_SINGLE,1
219,MALE_SINGLE,0
220,MALE_SINGLE,0
221,MALE_SINGLE,0
222,MALE_SINGLE,0
223,MALE_SINGLE,1
224,MALE_SINGLE,1
225,MALE_SINGLE,1
226,MALE_SINGLE,1
227,MALE_SINGLE,1
228,MALE_SINGLE,1
229,MALE_SINGLE,1
230,MALE_SINGLE,1
231,MALE_SINGLE,1
232,MALE_SINGLE,1
233,MALE_SINGLE,1
234,MALE_SINGLE,0
235,MALE_SINGLE,1
236,MALE_SINGLE,1
237,MALE_SINGLE,1
238,MALE_SINGLE,0
239,MALE_SINGLE,0
240,MALE_SINGLE,1
241,MALE_SINGLE,0
242,MALE_SINGLE,1
243,MALE_SINGLE,1
244,MALE_SINGLE,0
245,MALE_SINGLE,0
246,MALE_SINGLE,1
247,MALE_SINGLE,1
248,MALE_SINGLE,1
249,MALE_SINGLE,1
250,MALE_SINGLE,0
251,MALE_SINGLE,0
252,MALE_SINGLE,0
253,MALE_SINGLE,0
254,MALE_SINGLE,1
255,MALE_SINGLE,1
256,MALE_SINGLE,1
257,MALE_SINGLE,1
258,MALE_SINGLE,0
259,MALE_SINGLE,0
260,MALE_SINGLE,0
261,MALE_SINGLE,1
262,MALE_SINGLE,0
263,MALE_SINGLE,1
264,MALE_SINGLE,0
265,MALE_SINGLE,1
266,MALE_SINGLE,1
267,MALE_SINGLE,1
268,MALE_SINGLE,0
269,MALE_SINGLE,0
270,MALE_SINGLE,1
271,MALE_SINGLE,1
272,MALE_SINGLE,0
273,MALE_SINGLE,1
274,MALE_SINGLE,1
275,MALE_SINGLE,0
276,MALE_SINGLE,1
277,MALE_SINGLE,0
278,MALE_SINGLE,0
279,MALE_SINGLE,0
280,MALE_SINGLE,1
281,MALE_SINGLE,1
282,MALE_SINGLE,1
283,MALE_SINGLE,1
284,MALE_SINGLE,1
285,MALE_SINGLE,0
286,MALE_SINGLE,0
287,MALE_SINGLE,1
288,MALE_SINGLE,1
289,MALE_SINGLE,0
290,MALE_SINGLE,0
291,MALE_SINGLE,0
292,MALE_SINGLE,0
293,MALE_SINGLE,0
294,MALE_SINGLE,1
295,MALE_SINGLE,0
296,MALE_SINGLE,0
297,MALE_SINGLE,0
298,MALE_SINGLE,1
299,MALE_SINGLE,1
300,MALE_SINGLE,1
301,MALE_SINGLE,0
302,MALE_SINGLE,0
303,MALE_SINGLE,1
304,MALE_SINGLE,1
305,MALE_SINGLE,1
306,MALE_SINGLE,0
307,MALE_SINGLE,0
308,MALE_SINGLE,0
309,MALE_SINGLE,0
310,MALE_SINGLE,0
311,MALE_SINGLE,1
312,MALE_SINGLE,1
313,MALE_SINGLE,0
314,MALE_SINGLE,0
315,MALE_SINGLE,1
316,MALE_SINGLE,1
317,MALE_SINGLE,1
318,MALE_SINGLE,0
319,MALE_SINGLE,1
320,MALE_SINGLE,0
321,MALE_SINGLE,0
322,MALE_SINGLE,0
323,MALE_SINGLE,1
324,MALE_SINGLE,1
325,MALE_SINGLE,0
326,MALE_SINGLE,1
327,MALE_SINGLE,1
328,MALE_SINGLE,0
329,MALE_SINGLE,1
330,MALE_SINGLE,1
331,MALE_SINGLE,1
332,MALE_SINGLE,0
333,MALE_SINGLE,0
334,MALE_SINGLE,0
335,MALE_SINGLE,1
336,MALE_SINGLE,0
337,MALE_SINGLE,0
338,MALE_SINGLE,0
339,MALE_SINGLE,1
340,MALE_SINGLE,0
341,MALE_SINGLE,0
342,MALE_SINGLE,0
343,MALE_SINGLE,0
344,MALE_SINGLE,1
345,MALE_SINGLE,1
346,MALE_SINGLE,0
347,MALE_SINGLE,1
348,MALE_SINGLE,0
349,MALE_SINGLE,1
350,MALE_SINGLE,1
351,MALE_SINGLE,0
352,MALE_SINGLE,0
353,MALE_SINGLE,1
354,MALE_SINGLE,1
355,MALE_SINGLE,1
356,MALE_SINGLE,1
357,MALE_SINGLE,1
358,MALE_SINGLE,1
359,MALE_SINGLE,0
360,MALE_SINGLE,0
361,MALE_SINGLE,1
362,MALE_SINGLE,1
363,MALE_SINGLE,0
364,MALE_SINGLE,0
365,MALE_SINGLE,1
366,MALE_SINGLE,1
367,MALE_SINGLE,1
368,MALE_SINGLE,0
369,MALE_SINGLE,1
370,MALE_SINGLE,0
371,MALE_SINGLE,1
372,MALE_SINGLE,1
373,MALE_SINGLE,0
374,MALE_SINGLE,1
375,MALE_SINGLE,0
376,MALE_SINGLE,0
377,MALE_SINGLE,0
378,MALE_SINGLE,1
379,MALE_SINGLE,1
380,MALE_SINGLE,0
381,MALE_SINGLE,1
382,MALE_SINGLE,0
383,MALE_SINGLE,0
384,MALE_SINGLE,1
385,MALE_SINGLE,1
386,MALE_SINGLE,0
387,MALE_SINGLE,0
388,MALE_SINGLE,1
389,MALE_SINGLE,1
390,MALE_SINGLE,0
391,MALE_SINGLE,0
392,MALE_SINGLE,0
393,MALE_SINGLE,1
394,MALE_SINGLE,0
395,MALE_SINGLE,1
396,MALE_SINGLE,1
397,MALE_SINGLE,0
398,MALE_SINGLE,0
399,MALE_SINGLE,0
400,MALE_SINGLE,0
401,MALE_SINGLE,0
402,MALE_SINGLE,0
403,MALE_SINGLE,1
404,MALE_SINGLE,1
405,MALE_SINGLE,1
406,MALE_SINGLE,0
407,MALE_SINGLE,1
408,MALE_SINGLE,0
409,MALE_SINGLE,0
410,MALE_SINGLE,0
411,MALE_SINGLE,0
412,MALE_SINGLE,1
413,MALE_SINGLE,1
414,MALE_SINGLE,1
415,MALE_SINGLE,0
416,MALE_SINGLE,1
417,MALE_SINGLE,1
418,MALE_SINGLE,0
419,MALE_SINGLE,0
420,MALE_SINGLE,0
421,MALE_SINGLE,0
422,MALE_SINGLE,1
423,MALE_SINGLE,1
424,MALE_SINGLE,1
425,MALE_SINGLE,0
426,MALE_SINGLE,0
427,MALE_SINGLE,1
428,MALE_SINGLE,1
429,MALE_SINGLE,1
430,MALE_SINGLE,0
431,MALE_SINGLE,1
432,MALE_SINGLE,1
433,MALE_SINGLE,1
434,MALE_SINGLE,0
435,MALE_SINGLE,1
436,MALE_SINGLE,0
437,MALE_SINGLE,0
438,MALE_SINGLE,0
439,MALE_SINGLE,1
440,MALE_SINGLE,0
441,MALE_SINGLE,1
442,MALE_SINGLE,0
443,MALE_SINGLE,1
444,MALE_SINGLE,1
445,MALE_SINGLE,0
446,MALE_SINGLE,0
447,MALE_SINGLE,0
448,MALE_SINGLE,1
449,MALE_SINGLE,0
450,MALE_SINGLE,0
451,MALE_SINGLE,1
452,MALE_SINGLE,0
453,MALE_SINGLE,1
454,MALE_SINGLE,1
455,MALE_SINGLE,1
456,MALE_SINGLE,0
457,MALE_SINGLE,1
458,MALE_SINGLE,1
459,MALE_SINGLE,0
460,MALE_SINGLE,1
461,MALE_SINGLE,1
462,MALE_SINGLE,1
463,MALE_SINGLE,0
464,MALE_SINGLE,1
465,MALE_SINGLE,1
466,MALE_SINGLE,1
467,MALE_SINGLE,0
468,MALE_SINGLE,1
469,MALE_SINGLE,0
470,MALE_SINGLE,1
471,MALE_SINGLE,0
472,MALE_SINGLE,0
473,MALE_SINGLE,1
474,MALE_SINGLE,1
475,MALE_SINGLE,0
476,MALE_SINGLE,0
477,MALE_SINGLE,1
478,MALE_SINGLE,1
479,MALE_SINGLE,1
480,MALE_SINGLE,1
481,MALE_SINGLE,0
482,MALE_SINGLE,1
483,MALE_SINGLE,0
484,MALE_SINGLE,0
485,MALE_SINGLE,1
486,MALE_SINGLE,1
487,MALE_SINGLE,1
488,MALE_SINGLE,0
489,MALE_SINGLE,1
490,MALE_SINGLE,1
491,MALE_SINGLE,1
492,MALE_SINGLE,0
493,MALE_SINGLE,0
494,MALE_SINGLE,1
495,MALE_SINGLE,1
496,MALE_SINGLE,0
497,MALE_SINGLE,1
498,MALE_SINGLE,1
499,MALE_SINGLE,0
500,MALE_SINGLE,0
501,MALE_SINGLE,0
502,MALE_SINGLE,1
503,MALE_SINGLE,0
504,MALE_SINGLE,1
505,MALE_SINGLE,0
506,MALE_SINGLE,1
507,MALE_SINGLE,1
508,MALE_SINGLE,1
509,MALE_SINGLE,0
510,MALE_SINGLE,1
511,MALE_SINGLE,1
512,MALE_SINGLE,1
513,MALE_SINGLE,1
514,MALE_SINGLE,0
515,MALE_SINGLE,1
516,MALE_SINGLE,0
517,MALE_SINGLE,1
518,MALE_SINGLE,0
519,MALE_SINGLE,1
520,MALE_SINGLE,1
521,MALE_SINGLE,1
522,MALE_SINGLE,0
523,MALE_SINGLE,1
524,MALE_SINGLE,0
525,MALE_SINGLE,0
526,MALE_SINGLE,1
527,MALE_SINGLE,0
528,MALE_SINGLE,1
529,MALE_SINGLE,0
530,MALE_SINGLE,1
531,MALE_SINGLE,1
532,MALE_SINGLE,0
533,MALE_SINGLE,0
534,MALE_SINGLE,0
535,MALE_SINGLE,1
536,MALE_SINGLE,0
537,MALE_SINGLE,0
538,MALE_SINGLE,0
539,MALE_SINGLE,1
540,MALE_SINGLE,0
541,MALE_SINGLE,0
542,MALE_SINGLE,1
543,MALE_SINGLE,1
544,MALE_SINGLE,1
545,MALE_SINGLE,1
546,MALE_SINGLE,1
547,MALE_SINGLE,0
548,MALE_SINGLE,1
549,MALE_SINGLE,0
550,MALE_SINGLE,1
551,MALE_SINGLE,0
552,MALE_SINGLE,1
553,MALE_SINGLE,0
554,MALE_SINGLE,1
555,MALE_SINGLE,0
556,MALE_SINGLE,1
557,MALE_SINGLE,0
558,MALE_SINGLE,0
559,MALE_SINGLE,1
560,MALE_SINGLE,1
561,MALE_SINGLE,1
562,MALE_SINGLE,1
563,MALE_SINGLE,0
564,MALE_SINGLE,1
565,MALE_SINGLE,1
566,MALE_SINGLE,0
567,MALE_SINGLE,0
568,MALE_SINGLE,1
569,MALE_SINGLE,1
570,MALE_SINGLE,0
571,MALE_SINGLE,0
572,MALE_SINGLE,1
573,MALE_SINGLE,0
574,MALE_SINGLE,0
575,MALE_SINGLE,1
576,MALE_SINGLE,0
577,MALE_SINGLE,0
578,MALE_SINGLE,0
579,MALE_SINGLE,0
580,MALE_SINGLE,0
581,MALE_SINGLE,1
582,MALE_SINGLE,1
583,MALE_SINGLE,0
584,MALE_SINGLE,1
585,MALE_SINGLE,0
586,MALE_SINGLE,0
587,MALE_SINGLE,1
588,MALE_SINGLE,1
589,MALE_SINGLE,0
590,MALE_SINGLE,1
591,MALE_SINGLE,0
592,MALE_SINGLE,0
593,MALE_SINGLE,0
594,MALE_SINGLE,0
595,MALE_SINGLE,1
596,MALE_SINGLE,0
597,MALE_SINGLE,0
598,MALE_SINGLE,1
599,MALE_SINGLE,1
600,MALE_SINGLE,1
601,MALE_SINGLE,0
602,MALE_SINGLE,0
603,MALE_SINGLE,0
604,MALE_SINGLE,0
605,MALE_SINGLE,0
606,MALE_SINGLE,1
607,MALE_SINGLE,1
608,MALE_SINGLE,0
609,MALE_SINGLE,1
610,MALE_SINGLE,1
611,MALE_SINGLE,0
612,MALE_SINGLE,0
613,MALE_SINGLE,0
614,MALE_SINGLE,0
615,MALE_SINGLE,0
616,MALE_SINGLE,1
617,MALE_SINGLE,1
618,MALE_SINGLE,1
619,MALE_SINGLE,0
620,MALE_SINGLE,0
621,MALE_SINGLE,1
622,MALE_SINGLE,1
623,MALE_SINGLE,0
624,MALE_SINGLE,0
625,MALE_SINGLE,1
626,MALE_SINGLE,1
627,MALE_SINGLE,1
628,MALE_SINGLE,1
629,MALE_SINGLE,1
630,MALE_SINGLE,1
631,MALE_SINGLE,0
632,MALE_SINGLE,1
633,MALE_SINGLE,1
634,MALE_SINGLE,0
635,MALE_SINGLE,0
636,MALE_SINGLE,1
637,MALE_SINGLE,0
638,MALE_SINGLE,1
639,MALE_SINGLE,0
640,MALE_SINGLE,1
641,MALE_SINGLE,0
642,MALE_SINGLE,1
643,MALE_SINGLE,1
644,MALE_SINGLE,0
645,MALE_SINGLE,0
646,MALE_SINGLE,1
647,MALE_SINGLE,0
648,MALE_SINGLE,0
649,MALE_SINGLE,1
650,MALE_SINGLE,1
651,MALE_SINGLE,1
652,MALE_SINGLE,1
653,MALE_SINGLE,1
654,MALE_SINGLE,1
655,MALE_SINGLE,1
656,MALE_SINGLE,1
657,MALE_SINGLE,1
658,MALE_SINGLE,1
659,MALE_SINGLE,0
660,MALE_SINGLE,1
661,MALE_SINGLE,0
662,MALE_SINGLE,0
663,MALE_SINGLE,1
664,MALE_SINGLE,1
665,MALE_SINGLE,0
666,MALE_SINGLE,1
667,MALE_SINGLE,1
668,MALE_SINGLE,0
669,MALE_SINGLE,1
670,MALE_SINGLE,1
671,MALE_SINGLE,1
672,MALE_SINGLE,1
673,MALE_SINGLE,1
674,MALE_SINGLE,0
675,MALE_SINGLE,1
676,MALE_SINGLE,0
677,MALE_SINGLE,1
678,MALE_SINGLE,0
679,MALE_SINGLE,1
680,MALE_SINGLE,0
681,MALE_SINGLE,0
682,MALE_SINGLE,1
683,MALE_SINGLE,0
684,MALE_SINGLE,0
685,MALE_SINGLE,1
686,MALE_SINGLE,1
687,MALE_SINGLE,1
688,MALE_SINGLE,1
689,MALE_SINGLE,1
690,MALE_SINGLE,1
691,MALE_SINGLE,0
692,MALE_SINGLE,0
693,MALE_SINGLE,1
694,MALE_SINGLE,1
695,MALE_SINGLE,1
696,MALE_SINGLE,1
697,MALE_SINGLE,1
698,MALE_SINGLE,0
699,MALE_SINGLE,1
700,MALE_SINGLE,1
701,MALE_SINGLE,0
702,MALE_SINGLE,1
703,MALE_SINGLE,0
704,MALE_SINGLE,1
705,MALE_SINGLE,0
706,MALE_SINGLE,0
707,MALE_SINGLE,1
708,MALE_SINGLE,0
709,MALE_SINGLE,0
710,MALE_SINGLE,1
711,MALE_SINGLE,1
712,MALE_SINGLE,0
713,MALE_SINGLE,1
714,MALE_SINGLE,1
715,MALE_SINGLE,1
716,MALE_SINGLE,1
717,MALE_SINGLE,1
718,MALE_SINGLE,1
719,MALE_SINGLE,1
720,MALE_SINGLE,0
721,MALE_SINGLE,1
722,MALE_SINGLE,0
723,MALE_SINGLE,0
724,MALE_SINGLE,0
725,MALE_SINGLE,0
726,MALE_SINGLE,0
727,MALE_SINGLE,0
728,MALE_SINGLE,0
729,MALE_SINGLE,0
730,MALE_SINGLE,0
731,MALE_SINGLE,1
732,MALE_SINGLE,1
733,MALE_SINGLE,0
734,MALE_SINGLE,0
735,MALE_SINGLE,0
736,MALE_SINGLE,0
737,MALE_SINGLE,0
738,MALE_SINGLE,1
739,MALE_SINGLE,1
740,MALE_SINGLE,0
741,MALE_SINGLE,1
742,MALE_SINGLE,1
743,MALE_SINGLE,1
744,MALE_SINGLE,1
745,MALE_SINGLE,1
746,MALE_SINGLE,1
747,MALE_SINGLE,0
748,MALE_SINGLE,0
749,MALE_SINGLE,1
750,MALE_SINGLE,1
751,MALE_SINGLE,0
752,MALE_SINGLE,0
753,MALE_SINGLE,0
754,MALE_SINGLE,0
755,MALE_SINGLE,1
756,MALE_SINGLE,0
757,MALE_SINGLE,1
758,MALE_SINGLE,1
759,MALE_SINGLE,1
760,MALE_SINGLE,1
761,MALE_SINGLE,0
762,MALE_SINGLE,0
763,MALE_SINGLE,1
764,MALE_SINGLE,1
765,MALE_SINGLE,0
766,MALE_SINGLE,0
767,MALE_SINGLE,0
768,MALE_SINGLE,0
769,MALE_SINGLE,1
770,MALE_SINGLE,1
771,MALE_SINGLE,0
772,MALE_SINGLE,0
773,MALE_SINGLE,1
774,MALE_SINGLE,1
775,MALE_SINGLE,1
776,MALE_SINGLE,0
777,MALE_SINGLE,1
778,MALE_SINGLE,0
779,MALE_SINGLE,1
780,MALE_SINGLE,0
781,MALE_SINGLE,1
782,MALE_SINGLE,1
783,MALE_SINGLE,1
784,MALE_SINGLE,0
785,MALE_SINGLE,0
786,MALE_SINGLE,1
787,MALE_SINGLE,1
788,MALE_SINGLE,1
789,MALE_SINGLE,1
790,MALE_SINGLE,1
791,MALE_SINGLE,0
792,MALE_SINGLE,1
793,MALE_SINGLE,0
794,MALE_SINGLE,0
795,MALE_SINGLE,1
796,MALE_SINGLE,0
797,MALE_SINGLE,1
798,MALE_SINGLE,0
799,MALE_SINGLE,0
800,MALE_SINGLE,1
801,MALE_SINGLE,1
802,MALE_SINGLE,0
803,MALE_SINGLE,0
804,MALE_SINGLE,1
805,MALE_SINGLE,0
806,MALE_SINGLE,1
807,MALE_SINGLE,0
808,MALE_SINGLE,1
809,MALE_SINGLE,1
810,MALE_SINGLE,0
811,MALE_SINGLE,0
812,MALE_SINGLE,0
813,MALE_SINGLE,1
814,MALE_SINGLE,1
815,MALE_SINGLE,1
816,MALE_SINGLE,0
817,MALE_SINGLE,0
818,MALE_SINGLE,0
819,MALE_SINGLE,0
820,MALE_SINGLE,0
821,MALE_SINGLE,0
822,MALE_SINGLE,0
823,MALE_SINGLE,1
824,MALE_SINGLE,1
825,MALE_SINGLE,0
826,MALE_SINGLE,0
827,MALE_SINGLE,0
828,MALE_SINGLE,1
829,MALE_SINGLE,1
830,MALE_SINGLE,1
831,MALE_SINGLE,1
832,MALE_SINGLE,0
833,MALE_SINGLE,1
834,MALE_SINGLE,0
835,MALE_SINGLE,0
836,MALE_SINGLE,1
837,MALE_SINGLE,0
838,MALE_SINGLE,0
839,MALE_SINGLE,1
840,MALE_SINGLE,0
841,MALE_SINGLE,1
842,MALE_SINGLE,1
843,MALE_SINGLE,0
844,MALE_SINGLE,1
845,MALE_SINGLE,1
846,MALE_SINGLE,1
847,MALE_SINGLE,1
848,MALE_SINGLE,0
849,MALE_SINGLE,1
850,MALE_SINGLE,1
851,MALE_SINGLE,0
852,MALE_SINGLE,1
853,MALE_SINGLE,1
854,MALE_SINGLE,1
855,MALE_SINGLE,1
856,MALE_SINGLE,0
857,MALE_SINGLE,0
858,MALE_SINGLE,1
859,MALE_SINGLE,0
860,MALE_SINGLE,1
861,MALE_SINGLE,1
862,MALE_SINGLE,0
863,MALE_SINGLE,0
864,MALE_SINGLE,1
865,MALE_SINGLE,1
866,MALE_SINGLE,0
867,MALE_SINGLE,0
868,MALE_SINGLE,1
869,MALE_SINGLE,1
870,MALE_SINGLE,0
871,MALE_SINGLE,0
872,MALE_SINGLE,1
873,MALE_SINGLE,1
874,MALE_SINGLE,0
875,MALE_SINGLE,1
876,MALE_SINGLE,0
877,MALE_SINGLE,1
878,MALE_SINGLE,1
879,MALE_SINGLE,1
880,MALE_SINGLE,1
881,MALE_SINGLE,1
882,MALE_SINGLE,0
883,MALE_SINGLE,1
884,MALE_SINGLE,0
885,MALE_SINGLE,0
886,MALE_SINGLE,0
887,MALE_SINGLE,1
888,MALE_SINGLE,1
889,MALE_SINGLE,1
890,MALE_SINGLE,1
891,MALE_SINGLE,1
892,MALE_SINGLE,1
893,MALE_SINGLE,1
894,MALE_SINGLE,1
895,MALE_SINGLE,1
896,MALE_SINGLE,1
897,MALE_SINGLE,0
898,MALE_SINGLE,0
899,MALE_SINGLE,0
900,MALE_SINGLE,1
901,MALE_SINGLE,1
902,MALE_SINGLE,0
903,MALE_SINGLE,1
904,MALE_SINGLE,0
905,MALE_SINGLE,1
906,MALE_SINGLE,1
907,MALE_SINGLE,1
908,MALE_SINGLE,0
909,MALE_SINGLE,0
910,MALE_SINGLE,0
911,MALE_SINGLE,0
912,MALE_SINGLE,0
913,MALE_SINGLE,0
914,MALE_SINGLE,0
915,MALE_SINGLE,1
916,MALE_SINGLE,0
917,MALE_SINGLE,1
918,MALE_SINGLE,1
919,MALE_SINGLE,0
920,MALE_SINGLE,1
921,MALE_SINGLE,0
922,MALE_SINGLE,1
923,MALE_SINGLE,0
924,MALE_SINGLE,1
925,MALE_SINGLE,0
926,MALE_SINGLE,1
927,MALE_SINGLE,0
928,MALE_SINGLE,1
929,MALE_SINGLE,1
930,MALE_SINGLE,1
931,MALE_SINGLE,1
932,MALE_SINGLE,0
933,MALE_SINGLE,1
934,MALE_SINGLE,1
935,MALE_SINGLE,0
936,MALE_SINGLE,1
937,MALE_SINGLE,0
938,MALE_SINGLE,0
939,MALE_SINGLE,1
940,MALE_SINGLE,1
941,MALE_SINGLE,1
942,MALE_SINGLE,1
943,MALE_SINGLE,1
944,MALE_SINGLE,1
945,MALE_SINGLE,0
946,MALE_SINGLE,0
947,MALE_SINGLE,1
948,MALE_SINGLE,1
949,MALE_SINGLE,0
950,MALE_SINGLE,1
951,MALE_SINGLE,0
952,MALE_SINGLE,1
953,MALE_SINGLE,0
954,MALE_SINGLE,0
955,MALE_SINGLE,0
956,MALE_SINGLE,0
957,MALE_SINGLE,1
958,MALE_SINGLE,1
959,MALE_SINGLE,1
960,MALE_SINGLE,1
961,MALE_SINGLE,0
962,MALE_SINGLE,0
963,MALE_SINGLE,1
964,MALE_SINGLE,1
965,MALE_SINGLE,0
966,MALE_SINGLE,0
967,MALE_SINGLE,1
968,MALE_SINGLE,0
969,MALE_SINGLE,0
970,MALE_SINGLE,1
971,MALE_SINGLE,1
972,MALE_SINGLE,1
973,MALE_SINGLE,0
974,MALE_SINGLE,1
975,MALE_SINGLE,0
976,MALE_SINGLE,0
977,MALE_SINGLE,0
978,MALE_SINGLE,1
979,MALE_SINGLE,1
980,MALE_SINGLE,0
981,MALE_SINGLE,1
982,MALE_SINGLE,1
983,MALE_SINGLE,0
984,MALE_SINGLE,1
985,MALE_SINGLE,1
986,MALE_SINGLE,0
987,MALE_SINGLE,0
988,MALE_SINGLE,0
989,MALE_SINGLE,1
990,MALE_SINGLE,1
991,MALE_SINGLE,1
992,MALE_SINGLE,1
993,MALE_SINGLE,0
994,MALE_SINGLE,1
995,MALE_SINGLE,1
996,MALE_SINGLE,0
997,MALE_SINGLE,0
998,MALE_SINGLE,1
999,MALE_SINGLE,1
1000,MALE_SINGLE,1
1,MALE_MAR_or_WID,0
2,MALE_MAR_or_WID,0
3,MALE_MAR_or_WID,0
4,MALE_MAR_or_WID,0
5,MALE_MAR_or_WID,0
6,MALE_MAR_or_WID,0
7,MALE_MAR_or_WID,0
8,MALE_MAR_or_WID,0
9,MALE_MAR_or_WID,0
10,MALE_MAR_or_WID,1
11,MALE_MAR_or_WID,0
12,MALE_MAR_or_WID,0
13,MALE_MAR_or_WID,0
14,MALE_MAR_or_WID,0
15,MALE_MAR_or_WID,0
16,MALE_MAR_or_WID,0
17,MALE_MAR_or_WID,0
18,MALE_MAR_or_WID,0
19,MALE_MAR_or_WID,0
20,MALE_MAR_or_WID,0
21,MALE_MAR_or_WID,0
22,MALE_MAR_or_WID,0
23,MALE_MAR_or_WID,0
24,MALE_MAR_or_WID,0
25,MALE_MAR_or_WID,1
26,MALE_MAR_or_WID,0
27,MALE_MAR_or_WID,1
28,MALE_MAR_or_WID,0
29,MALE_MAR_or_WID,0
30,MALE_MAR_or_WID,0
31,MALE_MAR_or_WID,1
32,MALE_MAR_or_WID,0
33,MALE_MAR_or_WID,0
34,MALE_MAR_or_WID,0
35,MALE_MAR_or_WID,0
36,MALE_MAR_or_WID,0
37,MALE_MAR_or_WID,0
38,MALE_MAR_or_WID,0
39,MALE_MAR_or_WID,0
40,MALE_MAR_or_WID,0
41,MALE_MAR_or_WID,0
42,MALE_MAR_or_WID,0
43,MALE_MAR_or_WID,0
44,MALE_MAR_or_WID,1
45,MALE_MAR_or_WID,0
46,MALE_MAR_or_WID,0
47,MALE_MAR_or_WID,0
48,MALE_MAR_or_WID,0
49,MALE_MAR_or_WID,0
50,MALE_MAR_or_WID,0
51,MALE_MAR_or_WID,0
52,MALE_MAR_or_WID,0
53,MALE_MAR_or_WID,0
54,MALE_MAR_or_WID,0
55,MALE_MAR_or_WID,0
56,MALE_MAR_or_WID,0
57,MALE_MAR_or_WID,0
58,MALE_MAR_or_WID,0
59,MALE_MAR_or_WID,0
60,MALE_MAR_or_WID,0
61,MALE_MAR_or_WID,1
62,MALE_MAR_or_WID,0
63,MALE_MAR_or_WID,0
64,MALE_MAR_or_WID,0
65,MALE_MAR_or_WID,0
66,MALE_MAR_or_WID,0
67,MALE_MAR_or_WID,0
68,MALE_MAR_or_WID,1
69,MALE_MAR_or_WID,0
70,MALE_MAR_or_WID,0
71,MALE_MAR_or_WID,0
72,MALE_MAR_or_WID,0
73,MALE_MAR_or_WID,0
74,MALE_MAR_or_WID,0
75,MALE_MAR_or_WID,0
76,MALE_MAR_or_WID,0
77,MALE_MAR_or_WID,0
78,MALE_MAR_or_WID,0
79,MALE_MAR_or_WID,0
80,MALE_MAR_or_WID,1
81,MALE_MAR_or_WID,0
82,MALE_MAR_or_WID,0
83,MALE_MAR_or_WID,0
84,MALE_MAR_or_WID,0
85,MALE_MAR_or_WID,0
86,MALE_MAR_or_WID,0
87,MALE_MAR_or_WID,0
88,MALE_MAR_or_WID,0
89,MALE_MAR_or_WID,0
90,MALE_MAR_or_WID,0
91,MALE_MAR_or_WID,0
92,MALE_MAR_or_WID,0
93,MALE_MAR_or_WID,0
94,MALE_MAR_or_WID,0
95,MALE_MAR_or_WID,0
96,MALE_MAR_or_WID,0
97,MALE_MAR_or_WID,0
98,MALE_MAR_or_WID,0
99,MALE_MAR_or_WID,0
100,MALE_MAR_or_WID,0
101,MALE_MAR_or_WID,1
102,MALE_MAR_or_WID,0
103,MALE_MAR_or_WID,0
104,MALE_MAR_or_WID,0
105,MALE_MAR_or_WID,1
106,MALE_MAR_or_WID,0
107,MALE_MAR_or_WID,0
108,MALE_MAR_or_WID,0
109,MALE_MAR_or_WID,0
110,MALE_MAR_or_WID,1
111,MALE_MAR_or_WID,0
112,MALE_MAR_or_WID,0
113,MALE_MAR_or_WID,0
114,MALE_MAR_or_WID,0
115,MALE_MAR_or_WID,1
